id_recepta,st_koraka,korak
178,0,"Combine 1\/3 cup water in a large bowl with chickpea flour, cornstarch, 1 tablespoon olive oil, garlic powder, and 1\/2 teaspoon kosher salt."

178,1,"Mix well with a spatula, it should hold together well to form a ball and be only slightly sticky. If too sticky, add a little more flour."

178,2,Flour your hands and roll it into a ball.\u00a0Divide the mixture in 4 portions and form 4 balls.

178,3,"Put breadcrumbs into a large shallow bowl, place a ball on top and press with your fingers adding some crumbs on top so your fingers don\u2019t stick to form a thin cutlet about 1\/4 inch thin. Flip to cover both sides with breadcrumbs."

178,4,Repeat with the remaining balls.

178,5,"Heat 2 tablespoons oil in a large skillet over medium heat. Cook the cutlets on both sides for about 2-3 minutes on each side, until golden."

178,6,"Divide 1 1\/2 cups arugula on each plate with 1\/4 cup each of tomatoes and chickpeas seasoned with salt and pepper and serve over the cutlets, with plenty of lemon for squeezing."

179,0,"Cut chicken into long strips. Place in a large bowl and marinade with beer, vinegar, sazon, salt, garlic powder, cumin and oregano. Marinate 3 to 4 hours or overnight."

179,1,After it\u2019s marinated thread onto 6 small metal skewers.

179,2,"For the Avocado Aji Verde Sauce, place all ingredients in a mini blender and puree until smooth, adding enough water so it\u2019s pourable over the chicken. Refrigerate until ready to eat. Can be refrigerated up to 4 days."

179,3,"To grill the chicken, preheat the grill to medium and oil the grates. Cook chicken about 5 minutes on each side. Serve drizzled with sauce."

180,0,Preheat broiler to low with the rack positioned 6 inches from the flame.

180,1,"Place fish on a sheet pan and brush with 1 tbsp olive and season with salt and black pepper, to taste."

180,2,"In a medium skillet, heat the remaining olive oil. Add garlic and shallots and saut\u00e9 on medium-low about 4-5 minutes. Add tomatoes and season with salt and pepper, to taste."

180,3,"Add wine and saut\u00e9 until wine reduces, about 5 minutes. Add capers and saut\u00e9 an additional minute."

180,4,"Meanwhile, broil until fish is cooked through, about 6 to 8 minutes, depending on the thickness."

180,5,Place fish on a platter and top with tomato caper sauce.

181,0,"Combine all ingredients in a large container. Mix well and let it sit 30 minutes, then mix again. Refrigerate overnight or at least 5-6 hours, until the seeds expand and thicken."

181,1,Divide into 2 bowls or glass dishes and serve. Enjoy!

182,0,"Combine chickpeas, chicken, cucumbers, tomato and red onion with 1\/2 the lemon, 1\/2 tablespoon olive oil and salt and toss."

182,1,"Divide on 2 plates and top with feta, dried oregano and remaining lemon juice and olive oil."

183,0,Season tuna with kosher salt and fresh cracked pepper.

183,1,"Place arugula and capers on a plate. Combine oil and lemon juice, salt and pepper."

183,2,Heat your grill or grill pan to high heat and clean grate well.

183,3,"When grill is hot, spray grate with oil to prevent sticking then place tuna on the grill; cook one minute without moving."

183,4,Turn over and cook an additional 1 minute; remove from heat and set aside on a plate.

183,5,Slice tuna on the diagonal and place on top of salad. Top with lemon vinaigrette and eat immediately.

184,0,Wash arugula and dry well.

184,1,"In a large bowl whisk vinegar, olive oil, salt and pepper."

184,2,Toss with the remaining ingredients and serve.

185,0,Put cottage cheese in a small bowl and top with berries.

185,1,Add slivered almonds and honey or maple syrup if using.

187,0,"Spritz salmon all over with oil and season with chili-lime seasoning, garlic powder, paprika, oil, 1\/4 teaspoon salt and oregano."

187,1,Spray the basket with olive oil or use air fryer parchment with holes to prevent sticking.

187,2,Place salmon in the air fryer basket with the skin side down and air fry 400F for 6 to 8 minutes.

187,3,"Serve with lime wedges and top with fresh cilantro, and optional salsa if desired."

187,4,Bake on a sheetpan in a preheated 400F oven about 10 minutes.

188,0,Combine the vinaigrette ingredients in a small bowl and set aside.

188,1,"In a medium bowl, combine tuna with scallions, soy sauce, sesame oil and sriracha. Gently toss to combine and set aside while you prepare the salad."

188,2,"In 2 bowls, layer the salad greens, 1\/2 of the tuna, edamame, avocado, cucumber and drizzle with Soy-Wasabi Vinaigrette."

188,3,"Top with furikake and scallions, for garnish."

189,0,Combine all the ingredients and let it marinate in the refrigerator 30 minutes before serving.

190,0,Boil pasta in a large pot of salted water according to package directions for al dente.

190,1,Drain and run under cold water to stop the cooking.

190,2,"Toss the pasta with baby arugula, sun dried tomatoes, chick peas, oil, vinegar, half of the cheese, salt and fresh cracked pepper to taste."

190,3,Divide between 4 plates and top with remaining shaved Parmesan cheese.

191,0,"Preheat oven to 425F. Place the chicken in the egg whites, then in cornstarch and season with 3\/4 teaspoon salt. Spray a large nonstick sheet pan generously with olive oil spray (so the chicken doesn\u2019t stick) then add the chicken pieces, leaving room for the broccoli on one end. Bake in the oven for 10 minutes."

191,1,"Remove chicken from oven and flip, then add broccoli on the other half of the pan and drizzle with 2 teaspoons sesame oil, season with 1\/2 teaspoon salt and pepper, to taste. Place back in the oven and cook until the chicken is cooked through and the broccoli is tender, about 10 minutes."

191,2,"Meanwhile, in a medium bowl whisk honey, sriracha sauce, rice vinegar, and sesame oil together until smooth. Add the chicken and toss in sauce to coat."

191,3,"Divide all the ingredients to 4 meal prep bowls, top with scallions and sesame seeds."

192,0,Fill the inner pot of the Deluxe Multi Cooker to the 1\/2 fill line with water.

192,1,Lock the lid and select SOUS VIDE. Set to 145\u00b0F (63\u00b0C) and the timer to 2 hours. Press and hold START.

192,2,"Season the chicken with seasoning salt. Place in a single layer in a gallon-sized resealable bag, remove the air, and seal."

192,3,"When you hear three beeps and \""Add\"" is displayed, open the lid and submerge the bag with the seal above the water. Lock the lid; press START."

192,4,"When the timer is up, press\u00a0CANCEL. Remove the bag from the water. Remove the chicken from the bag."

192,5,Dice the chicken breast in small pieces and combine with remaining ingredients.

192,6,"Season with salt, to taste."

193,0,Pour 1 1\/2 cups water into the Instant Pot.

193,1,"Oil a 6 1\/2- to 7-inch round metal, glass, ceramic, or stoneware baking pan. (I used the one I bought for my air fryer)"

193,2,"In a large bowl, mash the banana very well until there are no lumps. Add the milk and maple syrup and mix until well combined."

193,3,"In a separate bowl, mix together the oats, baking powder, cinnamon, salt, 1 1\/2 teaspoons of the pecans, the coconut, dates or raisins, if using, and chia seeds."

193,4,Add to the mashed banana and mix to combine.

193,5,Transfer the batter to the prepared pan and even it out with a spatula. Sprinkle with cinnamon and place the pan on a trivet or rack.

193,6,Cover with foil and then lower the trivet into the Instant Pot.

193,7,"Lock the lid into place, set the Pressure Release Knob to Sealing, cook at high pressure 35 minutes."

193,8,"Once the cooking cycle is done, let the pressure release naturally. Using silicone mini mitts, carefully remove the trivet with the pan and allow to cool for 15 minutes."

193,9,Use a knife to loosen the sides and slice into 4 pieces.

193,10,"Top with the remaining chopped pecans and cinnamon, and serve. The bars can be stored, refrigerated in a closed container, for up to 5 days."

